resort_name,name,location_type,latitude,longitude,elevation_feet,is_primary,notes,source_url
Snowshoe Mountain,Primary Base / Forecast Point,base,38.4101348,-79.99123279999998,4048,true,"Official Snowshoe mountain-stats page lists 4,848 ft summit elevation and the Basin area as 800 ft vertical; primary base entered as inferred 4,048 ft for Basin area and should be superseded if explicit official base/station elevation is found. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.",https://www.snowshoemtn.com/mountain-info/mountain-stats
Solitude Mountain Resort,Primary Base / Forecast Point,base,40.6187341,-111.5903965,7994,true,"Official Solitude By The Numbers page lists bottom elevation 7,994 ft and top elevation 10,488 ft; mountain-stat elevations, not named weather stations. Coordinates remain existing approximate resort/base forecast-point coordinates unless an official station coordinate is later sourced.",https://www.solitudemountain.com/mountain-and-village/mountain-information/solitude-by-the-numbers
Spieljoch,Fügen / Spieljochbahn Base,base,47.347,11.849,1804,true,Official Spieljochbahn page includes snow-report context and winter operations. Base coordinate/elevation approximate for Fügen/Spieljochbahn access.,https://www.spieljochbahn.at/en/
St. Anton am Arlberg,Primary Base / Forecast Point,base,47.129,10.268,4278,true,"Official regional St. Anton/Arlberg page describes the ski area extending over more than 1,500 m to Valluga peak at 2,811 m; primary uses St. Anton village elevation from the same official tourism context. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.",https://www.bergwelttirol.at/en/winter/skiing-at-the-arlberg
St. Moritz,St. Moritz / Corviglia Base,base,46.295,9.5016,6089,true,"Official Engadin St. Moritz Mountains page provides real-time weather above 2,000 m and webcam context for Corviglia/Piz Nair. Base coordinate/elevation approximate for St. Moritz.",https://www.mountains.ch/en/mountains-railways/
Steamboat,Base / Forecast Point,base,40.4572,-106.8045,6900,true,"Official Steamboat mountain stats report base elevation 6,900 ft; coordinate is existing resort/base forecast point and approximate.",https://www.steamboat.com/the-mountain/mountain-stats.aspx
Steamboat,Christie Peak,mid_mountain,40.4572,-106.8045,8020,false,"Official Steamboat mountain stats report Christie Peak elevation 8,020 ft; coordinate approximates Steamboat resort area pending precise station coordinates.",https://www.steamboat.com/the-mountain/mountain-stats.aspx
Steamboat,Mid-Mountain,mid_mountain,40.4572,-106.8045,9080,false,"Official Steamboat mountain stats report mid-mountain elevation 9,080 ft; coordinate approximates Steamboat resort area pending precise station coordinates.",https://www.steamboat.com/the-mountain/mountain-stats.aspx
Steamboat,Summit / Mt. Werner,summit,40.4572,-106.8045,10568,false,"Official Steamboat mountain stats report Summit/Mt. Werner elevation 10,568 ft; coordinate approximates Steamboat resort area pending precise station coordinates.",https://www.steamboat.com/the-mountain/mountain-stats.aspx
Stevens Pass,Base Weather / Official Base Elevation,base,47.7448,-121.089,4061,true,"Official Stevens Pass mountain statistics report base elevation of 4,061 ft. Coordinates are the existing resort-level coordinate and approximate for the base weather tab.",https://www.stevenspass.com/the-mountain/about-the-mountain/mountain-info.aspx
Stoneham Mountain Resort,Primary Base / Forecast Point,base,47.0314,-71.384,814,true,"Official Stoneham mountain-stats page lists base 248 m / 814 ft and summit 593 m / 1,946 ft; mountain-stat elevations, not named weather stations. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.",https://ski-stoneham.com/en/skiing-riding/mountain-stats/
Stowe,Primary Base / Forecast Point,base,44.529,-72.7816,1526,true,"Primary first-pass weather forecast point derived from the resort coordinate in data/resorts.csv. Coordinates were previously sourced from official pass/resort CMS records, official resort pages, or reliable map/geocoding references; treat as approximate unless a future row identifies a specific official base, snow stake, or weather station. Elevation is DEM-derived from Open-Meteo Elevation API at this row's latitude/longitude (465 m / 1526 ft), not an official resort-reported station elevation; use as fallback until official base/mid/summit/snow-stake elevation is sourced. Original location/source reference: https://www.stowe.com/.",https://api.open-meteo.com/v1/elevation?latitude=44.529&longitude=-72.7816
Stowe,Highest Skiing Elevation,summit,44.5290,-72.7816,3625,false,"Official Stowe mountain information reports highest skiing elevation 3,625 ft; coordinate approximates Stowe/Mansfield ski area pending official station coordinates.",https://www.stowe.com/the-mountain/about-the-mountain/mountain-info.aspx
Stowe,Summit Elevation,summit,44.5290,-72.7816,4395,false,"Official Stowe mountain information reports summit elevation 4,395 ft; coordinate approximates Stowe/Mansfield resort area pending official summit/station coordinates.",https://www.stowe.com/the-mountain/about-the-mountain/mountain-info.aspx
Stratton,Primary Base / Forecast Point,base,43.11344,-72.9081,1872,true,"Official Stratton mountain-statistics page lists summit elevation 3,875 ft and vertical drop 2,003 ft; base entered as inferred 1,872 ft and should be superseded by explicit official base/station metadata if found. Coordinates remain existing approximate resort/base forecast-point coordinates unless an official station coordinate is later sourced.",https://www.stratton.com/the-mountain/mountain-statistics
Sugarbush Resort,Primary Base / Forecast Point,base,44.1359019,-72.89441390000002,1575,true,"Official Sugarbush terrain/maps page lists Lincoln Peak base 1,575 ft and summit 3,975 ft; primary base uses Lincoln Peak base because it is the main resort base area in the source. Coordinates remain existing approximate resort/base forecast-point coordinates unless an official station coordinate is later sourced.",https://www.sugarbush.com/mountain/terrain-and-maps
Sugarloaf,Primary Base / Forecast Point,base,45.0541811,-70.30851089999999,1417,true,"Official Sugarloaf mountain-info page lists summit elevation 4,237 ft and vertical drop 2,820 ft; base elevation is arithmetically inferred as approximately 1,417 ft and should be superseded by explicit official base/station metadata if found. Coordinates remain existing approximate resort/base forecast-point coordinates until official station coordinates are sourced.",https://www.sugarloaf.com/mountain-info
Summit Central / Summit West / Summit East,Summit West / Central / East Base Areas,base,47.401633,-121.420173,3540,true,"Official Summit at Snoqualmie page identifies three unique base areas: Summit West, Summit Central, and Summit East. Elevation remains DEM-derived from the existing resort coordinate because official base-area elevations were not found in crawlable official sources.",https://www.summitatsnoqualmie.com/summit
Sun Peaks Resort,Primary Base / Forecast Point,base,50.88488,-119.88595,4116,true,"Official Sun Peaks trail maps/stats page lists village base elevation 4,116 ft, Mt. Tod summit 7,060 ft, Burfield summit 6,824 ft, and individual lift base/top elevations. Coordinates remain existing approximate resort/base forecast-point coordinates until official station coordinates are sourced; do not treat latitude/longitude as surveyed to this elevation.",https://www.sunpeaksresort.com/ski-ride/the-mountain/trail-maps-stats
Sun Valley,Primary Base / Forecast Point,base,43.666651,-114.390069,5750,true,"Official Sun Valley Bald Mountain page lists Bald Mountain base elevation 5,750 ft and top elevation 9,150 ft; mountain-stat elevations, not named weather stations. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.",https://www.sunvalley.com/the-mountain/bald-mountain
Sun Valley Ski Area,Sunvalley Minimum Altitude,base,36.7164022,138.4782421,4642,true,"Official Shiga Kogen Sunvalley live lift/status page reports minimum altitude 1,415 m and highest altitude 1,585 m. Coordinates are existing resort coordinates and approximate for the base area.",https://shigakogen-ski.or.jp/lift/sunvalley/index.html
Sunday River,Primary Base / Forecast Point,base,44.4669465,-70.84651939999998,899,true,"Primary first-pass weather forecast point derived from the resort coordinate in data/resorts.csv. Coordinates were previously sourced from official pass/resort CMS records, official resort pages, or reliable map/geocoding references; treat as approximate unless a future row identifies a specific official base, snow stake, or weather station. Elevation is DEM-derived from Open-Meteo Elevation API at this row's latitude/longitude (274 m / 899 ft), not an official resort-reported station elevation; use as fallback until official base/mid/summit/snow-stake elevation is sourced. Original location/source reference: http://www.sundayriver.com/.",https://api.open-meteo.com/v1/elevation?latitude=44.4669465&longitude=-70.84651939999998
Sölden,Primary Base / Forecast Point,base,46.965,11.01,4429,true,"Official Sölden ski-area information page states the ski area extends from 1,350 m to 3,340 m above sea level. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced.",https://www.soelden.com/winter/ski-area/information-on-the-ski-area.html
Takamagahara Mammoth Ski Area,Base / Minimum Ski-Area Elevation,base,36.7359,138.5047,5479,true,Official Shiga Kogen Mountain Resort live-status/data page lists Takamagahara Mammoth Ski Area minimum altitude 1670 m and highest altitude 1900 m; primary uses minimum official course/ski-area altitude. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced. Reclassified from generic forecast_point to base because the row uses the official minimum/base ski-area elevation.,https://shigakogen-ski.or.jp/lift/takamagahara/index-en.html
Tannenomori Okojo Ski Area,Base / Minimum Ski-Area Elevation,base,36.7330017,138.5153976,5446,true,Official Shiga Kogen Mountain Resort live-status/data page lists Tannenomori Okojo Ski Area minimum altitude 1660 m and highest altitude 1815 m; primary uses minimum official course/ski-area altitude. Coordinates remain existing approximate resort/base forecast-point coordinates unless official point coordinates are later sourced. Reclassified from generic forecast_point to base because the row uses the official minimum/base ski-area elevation.,https://www.shigakogen-ski.or.jp/lift/tannenomoriokojo/index-en.html
